epoch,step,stage,train_loss,train_acc,train_ppl,train_te,val_loss,val_acc,val_ppl,val_te,sav_version
0,3735,0,3.4575563996352026,0.32503905410753675,47.76312234175922,0.6624192702119096,2.7762026400351507,0.3633182205560724,19.43389126000361,0.5061019486989756,1
0,7470,0,2.9031684770641557,0.3560059801998508,29.65335062726726,0.546057491218937,2.1411659161067935,0.41415427984648,10.630247642436952,0.3642673789960127,2
0,11205,1,2.659451867915966,0.3808090485923791,23.093763785518806,0.4871706770890106,2.0167580788413773,0.4605719210515456,9.735782792685226,0.3177286311255202,3
0,14940,0,2.4798643338592496,0.4031164839353034,19.244704224004767,0.4490853294243324,1.881792430064771,0.4853451422208597,8.25296294420924,0.28820306142686514,4
0,18675,0,2.3403917759074426,0.42475591462960843,16.701129929221036,0.4196073190355061,1.7371107253930116,0.5220720749074479,7.131562601471693,0.26332069116466,5
0,22410,1,2.2595076037777795,0.4371598713522396,15.099245412725733,0.40118917444380203,1.7855476961392287,0.5140578822454782,7.58222196395753,0.2851738387549383,5
1,26145,0,1.7047284097079785,0.5309453211351417,6.014499464823679,0.2856581079343534,1.6952488208026217,0.5401019435215142,6.853102295945908,0.25161653597176015,6
1,29880,2,1.799284603362873,0.5053069263041561,6.581647489882307,0.30349403953463666,1.7177389686476812,0.5236627391204307,6.594052340720687,0.2685139981933406,6
1,33615,0,1.7587610116961245,0.5167779055945069,6.34387613916961,0.2955381791210189,1.6913420041265785,0.5333509433615264,6.895203882702237,0.2397956798915751,7
1,37350,2,1.7459247032392644,0.5190600198769797,6.232029511150982,0.2939183848811098,1.6505260700310214,0.5389274815112388,6.130523570516402,0.26076116420946893,8
1,41085,0,1.7344818850116437,0.5232096708514652,6.1797487446671395,0.291347863728735,1.6551657026501487,0.5538196820377962,6.661978714358723,0.23791983587819632,8
1,44820,1,1.7293085488725508,0.5239982169578742,6.163806322361562,0.29026372499843567,1.633063726235127,0.5434329866175165,6.446684343444219,0.2555325532080437,9
1,48555,3,1.6470687378001492,0.5544654847731049,5.77239418094267,0.2779918339670003,0.9186181910819083,0.8145815993343912,2.8865473912461868,0.12282554594587439,10
