epoch,step,stage,train_loss,train_acc,train_ppl,train_te,val_loss,val_acc,val_ppl,val_te,sav_version
0,3735,0,3.4759004532253566,0.32061813710016496,50.81745187719649,0.6632426340330475,2.9885546527319877,0.3447753867380823,25.268938248066878,0.4438748534720127,1
0,7470,1,2.8990240174603747,0.3664848378532435,31.17186261902288,0.5413802238339486,2.092986718195254,0.43341872887303073,10.404334102854381,0.343184957606543,2
0,11205,0,2.6900607080238306,0.37512291981899065,24.33565277009406,0.49120898190761864,2.1229572895826228,0.41800765122039263,10.411799101376669,0.3309670099816429,2
0,14940,2,2.530762672248774,0.3920658297272657,20.360219002224305,0.45604601399611533,1.967526654493345,0.45968853262094067,8.60453635379214,0.30914325306396623,3
0,18675,0,2.418827139743999,0.4063168330150686,17.87066911849333,0.431785857424601,1.843354500585799,0.4977433949003028,8.030306536922486,0.27777698680989754,4
0,22410,2,2.3371165890211723,0.41538717557646776,16.124929988952594,0.4141836585105644,1.8685648804580228,0.47073574563866327,7.754729334194996,0.28075034473447874,4
1,26145,1,1.8873647214134885,0.46830577933363815,7.3300510235038665,0.3125282288607998,1.8124730665205455,0.49272907549678796,7.759568313180256,0.2798966570995523,5
1,29880,1,1.8321586043912306,0.48510664001993486,6.893222446099356,0.3056871148000758,1.76735859663772,0.502462490800245,7.3984148489988915,0.2665540130271126,6
1,33615,0,1.8310871201929468,0.4906450108713094,6.89982386972398,0.30602013246335275,1.724579397068962,0.5302659370557907,7.051200469425625,0.25538727517599996,7
1,37350,1,1.808560885073536,0.4964854259011278,6.738764241449214,0.3024030832129962,1.6947737184987552,0.5319893936983116,7.0000902521856325,0.26407401428054833,8
1,41085,0,1.7897635384142587,0.5034858009271072,6.614318135063765,0.29946233341492057,1.6636733179961698,0.5491440049368111,6.709711445357951,0.24337527279987858,9
1,44820,0,1.7696689721133292,0.5100672077742191,6.484592546682689,0.2963285587424975,1.6637509684359,0.5504504726656069,6.728540832159827,0.24765229338050007,9
1,48555,0,1.7519564062569903,0.5157646528070778,6.37461015034577,0.2935774254146352,1.6737622612537453,0.5487939616373738,6.939862025058784,0.23338340594284082,9
2,52290,1,1.7266836810938107,0.5238704864186865,6.208561815140584,0.2904401375539353,1.6643075733626735,0.5368884546555464,6.912293306985555,0.23981253200152144,9
2,56025,0,1.6803044943980547,0.5385367570500141,5.91617266976719,0.2833743884602644,1.6331208072301544,0.5614364237026974,6.611938599354717,0.23408542175326458,10
2,59760,2,1.7052855397847113,0.5274010937919926,6.011713186236549,0.28872696936852854,1.653072196231554,0.5398690347602721,6.1650521043488355,0.25834685314216954,10
2,63495,1,1.6965319627761632,0.5295048727727878,5.9694566444052235,0.2868494079907327,1.6484190818919742,0.5412177433513976,6.691847332201683,0.24661330632630374,10
2,67230,1,1.6799973177179077,0.532539297018781,5.876076654018648,0.28409915748083353,1.6109028499059146,0.5501939624125304,6.539832421321232,0.2382424472212674,11
2,70965,0,1.6754542676156257,0.5346680675054724,5.854422513661471,0.2832734479826302,1.6334269797183647,0.5550886416173032,6.451387455156696,0.2392216575660705,11
2,74700,2,1.6779279285174138,0.5336597358617218,5.851683126539993,0.28415107107900006,1.6321963365527168,0.5425984011613639,6.043354080351135,0.24999989208265752,11
3,78435,2,1.6495390648391022,0.5359910500989751,5.571585274861392,0.2815068968280219,1.6189884944875035,0.5470571224304865,5.947419134745158,0.2506204867630475,11
3,82170,1,1.6400362181100874,0.5401420622823904,5.597460318604787,0.2782513230664529,1.6201540176692035,0.5506928798293237,6.501724622288133,0.2366299678494663,11
3,85905,1,1.6340697710458474,0.542545130209959,5.577683562237661,0.2771004435728021,1.5855116957157827,0.5570978224877622,6.2216581630998435,0.23755392508412715,12
3,89640,1,1.6287962929979525,0.5445012239799534,5.560465467180224,0.2761700301447123,1.5827228340549746,0.5590267007427435,6.131218872231685,0.24364933855282997,13
