epoch,step,stage,train_loss,train_acc,train_ppl,train_te,val_loss,val_acc,val_ppl,val_te,sav_version
0,3735,5,2.6149594961080846,0.48772904116465865,32.99611149794227,0.5499038679936024,1.3119586600682647,0.6434878948957539,4.160023440192348,0.22607776729372703,1
0,7470,3,1.76444075332588,0.6309578873619193,17.791305410562632,0.3730611499903437,0.5983792700151921,0.8802664056880507,1.9019762586763964,0.09010765782302833,2
0,11205,0,1.959197159890137,0.5559298869645057,15.75541658097924,0.3801115081530758,2.0784553968660893,0.44302640517734554,9.599160862692946,0.3190663669951111,2
0,14940,4,1.5516074378004765,0.649392592781044,12.180232544030066,0.30480094358172183,0.1547270002480082,0.9780437513870058,1.182945239276205,0.016185505413601635,3
0,18675,0,1.6494711752266809,0.6090629990909664,11.401840236304366,0.3117835817696465,1.9328462732010994,0.4675936685577167,8.155522166014661,0.307726963753345,3
0,22410,3,1.454690064561405,0.6587053341050477,9.779675989914821,0.2748452957319595,0.43800563228257644,0.915662207838327,1.602724878444674,0.054658576302528294,3
1,26145,3,0.45017755500473966,0.9138646136545955,1.590916135388552,0.07650618292900072,0.42685533458442293,0.916038716274172,1.5806007066558576,0.058310208718874906,3
1,29880,1,0.774655188863552,0.7977586465718887,2.256695653746864,0.1310320735674793,0.825667160383442,0.7747353242194562,2.409414198574171,0.12195365049844877,3
1,33615,3,0.6283560430889986,0.8472701521610534,1.9598019597809992,0.10722902667520594,0.409135817688649,0.9159353182379983,1.549771018090802,0.05136205115908336,3
1,37350,5,0.4713890913901747,0.8863081074747859,1.7071960269164062,0.08127721825695366,0.06529326239191592,0.986294604548055,1.069891063288124,0.007761553872186041,4
1,41085,2,0.5566158429957504,0.8592902566571177,1.8593890509280089,0.09503567391222871,0.7646093108015694,0.787857920040734,2.217991845926718,0.11725350538010272,4
1,44820,1,0.607911889457117,0.8426557735924608,1.9509205081478909,0.10348314065667931,0.8001902689127227,0.7767916121699745,2.3459521010995172,0.11565759621446037,4
1,48555,3,0.5782042961647341,0.853820691392169,1.8863240350833148,0.09857938575938913,0.40085719481769816,0.9149602597989368,1.5357407428932388,0.05122748534076075,4
2,52290,0,1.8460468663552612,0.5060397754457091,6.78710570895159,0.30833158988385434,1.7764276945800113,0.5300932961082506,7.084061176222631,0.26013038603328625,4
2,56025,0,1.7958939025136307,0.5206772226103829,6.448332457582807,0.30103945377120117,1.7396650209306852,0.5394996315233282,6.853116954056172,0.252641318968873,4
2,59760,1,1.4192883666556844,0.6182848038213961,4.8756152405165025,0.23960038568441688,0.7519564313187479,0.789860901621119,2.227685119367392,0.11237918113157891,4
